n,rels
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Maximum Interest Variance"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.419165000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""30"",path: [""Int Details"", ""Maximum Interest Variance""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":30,\""title\"":\""Maximum Interest Variance\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/MaximumInterestVariance.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Maximum Interest Variance_FC"",validations: ""Values from -100 to 100 is allowed including 0"",id: ""29619e6b-fb37-4039-982e-e240423f2468"",attributeDetails.attributeDetails.size: [2, 5],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:08.750346000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""100"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Maximum Interest Variance"",conditions: ""The interest variance specified at the account level should be less than or equal to this variance limit.""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Debit Accrual Basis"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.422715000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Actual/Actual\"""",attributeDetails.attributeDetails.mandatory: ""Conditional"",path: [""Int Details"", ""Debit Accrual Basis""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Actual/Actual\"",\""title\"":\""Debit Accrual Basis\"",\""type\"":\""string\"",\""enum\"":[\""Euro 30/360\"",\""US 30/360\"",\""Actual/Actual\"",\""Actual/360\"",\""Euro 30/Actual\"",\""US 30/Actual\"",\""Actual/365\""],\""$id\"":\""https://fyndna.com/DebitAccrualBasis.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Debit Accrual Basis_FC"",validations: ""Any one value should be selected,"",id: ""154cc055-b943-4985-a500-66c48df85348"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:26.987184000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Euro 30/360\"",\""US 30/360\"",\""Actual/Actual\"",\""Actual/360\"",\""Euro 30/Actual\"",\""US 30/Actual\"",\""Actual/365\""]"",name: ""Debit Accrual Basis"",conditions: ""If the user is selected the value as EURO30/360, than for the month of February actual number of days are taken into consideration.
If the user is selected the value as EURO30/Actual, than for the month of February actual number of days are taken into consideration.""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""Interest rate codes"",attributeDetails.attributeDetails.globalFieldName: ""Interest Rate Plan"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.426590000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""null"",path: [""Int Details"", ""Interest Rate Plan""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""title\"":\""Interest Rate Plan\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/InterestRatePlan.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Interest Rate Plan_FC"",validations: ""Any one value should be selected,"",id: ""f521b78f-66af-4a39-841d-0c5f56567d69"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:26.993605000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Interest Rate Plan""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Plan Description"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.430118000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""null"",path: [""Int Details"", ""Plan Description""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""title\"":\""Plan Description\"",\""type\"":\""string\"",\""$id\"":\""https://fyndna.com/PlanDescription.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Plan Description_FC"",validations: ""This field displays the plan description corresponding to the interest rate plan."",id: ""38eca0d0-e821-4969-8cb6-1c529fa53cf1"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:08.771948000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Plan Description""})",[]
"(:SECTION:Element {path: [""Int Details"", ""Credit Interest Parameters""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Credit Interest Parameters"",updatedOn: ""2023-11-09T09:43:08.779605000Z"",id: ""2d145d90-9eb3-4289-9007-8ab61299fc92"",type: ""SECTION"",createdOn: ""2023-11-09T09:42:54.435330000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Balance Base"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.439431000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Average Daily Balance\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Int Details"", ""Credit Interest Parameters"", ""Balance Base""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Average Daily Balance\"",\""title\"":\""Balance Base\"",\""type\"":\""string\"",\""enum\"":[\""Daily Balance\"",\""Average Daily Balance\"",\""Monthly Minimum\""],\""$id\"":\""https://fyndna.com/BalanceBase.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Balance Base_FC"",validations: ""Any one value should be selected"",id: ""cd5ef5a3-e6ef-4247-8bed-7f7685061f91"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.000298000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Daily Balance\"",\""Average Daily Balance\"",\""Monthly Minimum\""]"",name: ""Balance Base"",conditions: ""For Product Class Flexisaver, this field will be defaulted as Daily Balance and will be disabled.""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Interest Capitalization Basis"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.443407000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Calendar\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Int Details"", ""Credit Interest Parameters"", ""Interest Capitalization Basis""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Calendar\"",\""title\"":\""Interest Capitalization Basis\"",\""type\"":\""string\"",\""enum\"":[\""Calendar\"",\""Anniversary\""],\""$id\"":\""https://fyndna.com/InterestCapitalizationBasis.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Interest Capitalization Basis_FC"",validations: ""Any one value should be selected"",id: ""f5b162a2-a9fc-4ef2-b09b-670cdaacbd93"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.005929000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Calendar\"",\""Anniversary\""]"",name: ""Interest Capitalization Basis"",conditions: ""For Product RD, this value is defaulted to Anniversary and disabled. The anniversary date is defaulted to zero and disabled.""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Capitalization Frequency"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.448072000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""\""Quarterly\"""",path: [""Int Details"", ""Credit Interest Parameters"", ""Capitalization Frequency""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Quarterly\"",\""title\"":\""Capitalization Frequency\"",\""type\"":\""string\"",\""enum\"":[\""Monthly\"",\""Bi-Monthly\"",\""Quarterly\"",\""Half-Yearly\"",\""Yearly\""],\""$id\"":\""https://fyndna.com/CapitalizationFrequency.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Capitalization Frequency_FC"",validations: ""Any one value should be selected"",id: ""9e59c2c9-0e78-4d32-aa66-1e26d31c6ae5"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:27.011389000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Monthly\"",\""Bi-Monthly\"",\""Quarterly\"",\""Half-Yearly\"",\""Yearly\""]"",name: ""Capitalization Frequency"",conditions: ""The interest capitalization frequency should be greater than orequal to the interest accrual frequency.""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Anniversary Day"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.452183000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""0"",path: [""Int Details"", ""Credit Interest Parameters"", ""Anniversary Day""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":0,\""title\"":\""Anniversary Day\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/AnniversaryDay.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Anniversary Day_FC"",validations: ""Any one value should be selected if the condition is met in column Q"",id: ""e321acc5-ccb2-4245-9855-ac584de4201a"",attributeDetails.attributeDetails.size: [2],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:27.017452000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Anniversary Day"",conditions: ""This field is enabled only if the Anniversary option is selected inthe Interest Capitalization Basis field.""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Balance Start Day"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.456120000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""0"",path: [""Int Details"", ""Credit Interest Parameters"", ""Balance Start Day""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":0,\""title\"":\""Balance Start Day\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/BalanceStartDay.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Balance Start Day_FC"",validations: ""Any one value to be selected, if the condition in column Q is met"",id: ""a2a575b7-e8a8-47d1-a5a5-c6b51a7908c7"",attributeDetails.attributeDetails.size: [2],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:08.818346000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Balance Start Day"",conditions: ""*Values to be disabled as Balance Base is not set to Monthly Balance, refer dependent attribute sheet for reference""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Balance End Day"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.459895000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""0"",path: [""Int Details"", ""Credit Interest Parameters"", ""Balance End Day""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":0,\""title\"":\""Balance End Day\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/BalanceEndDay.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Balance End Day_FC"",validations: ""Any one value to be selected, if the condition in column Q is met"",id: ""c1c54d8e-1945-4ddf-9821-2a340aaeb5fc"",attributeDetails.attributeDetails.size: [2],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:08.823288000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Balance End Day""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Capitalization Offset Month"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.464736000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""0"",path: [""Int Details"", ""Credit Interest Parameters"", ""Capitalization Offset Month""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":0,\""title\"":\""Capitalization Offset Month\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/CapitalizationOffsetMonth.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Capitalization Offset Month_FC"",validations: ""This field is enabled only when the Capitalization Frequency is
quarterly and above and the start month as entered here will start
the count of months from the financial year."",id: ""d8bb1f7f-0bce-4cdc-a1cb-993158d971c5"",attributeDetails.attributeDetails.size: [2],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.022925000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Capitalization Offset Month""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Tier Type"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.468635000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Incremental\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Int Details"", ""Credit Interest Parameters"", ""Tier Type""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Incremental\"",\""title\"":\""Tier Type\"",\""type\"":\""string\"",\""enum\"":[\""Cumulative\"",\""Incremental\""],\""$id\"":\""https://fyndna.com/TierType.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Tier Type_FC"",validations: ""Any one value should be selected"",id: ""021d6165-b41b-431f-98ea-1235735d5475"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:27.028481000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Cumulative\"",\""Incremental\""]"",name: ""Tier Type""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Interest Accrual Frequency"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.472301000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Monthly\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Int Details"", ""Credit Interest Parameters"", ""Interest Accrual Frequency""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Monthly\"",\""title\"":\""Interest Accrual Frequency\"",\""type\"":\""string\"",\""enum\"":[\""Daily\"",\""Weekly\"",\""FortNightly\"",\""Monthly\"",\""Bi-Monthly\"",\""Quarterly\"",\""Half-Yearly\"",\""Yearly\""],\""$id\"":\""https://fyndna.com/InterestAccrualFrequency.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Interest Accrual Frequency_FC"",validations: ""Any one value should be selected"",id: ""66d6e2a6-7591-492a-a220-905cc8123a7c"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.034552000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Daily\"",\""Weekly\"",\""FortNightly\"",\""Monthly\"",\""Bi-Monthly\"",\""Quarterly\"",\""Half-Yearly\"",\""Yearly\""]"",name: ""Interest Accrual Frequency""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Book/Collected Bal"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.475995000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Book Balance\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Int Details"", ""Credit Interest Parameters"", ""Book/Collected Bal""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Book Balance\"",\""title\"":\""Book/Collected Bal\"",\""type\"":\""string\"",\""enum\"":[\""Book Balance\"",\""Collected Balance\""],\""$id\"":\""https://fyndna.com/Book/CollectedBal.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Book/Collected Bal_FC"",validations: ""Any one value should be selected"",id: ""537971ba-59d8-46d7-a740-0f4720fbdd0f"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:27.039997000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Book Balance\"",\""Collected Balance\""]"",name: ""Book/Collected Bal""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Minimum Interest to Pay"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.479419000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""null"",path: [""Int Details"", ""Credit Interest Parameters"", ""Minimum Interest to Pay""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""title\"":\""Minimum Interest to Pay\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/MinimumInteresttoPay.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Minimum Interest to Pay_FC"",validations: ""Minimum Interest should be 0 and maximum value should not be greater than 13 digit"",id: ""beea4989-d59e-4e34-82a8-4e7fc700a531"",attributeDetails.attributeDetails.size: [13, 2],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:08.857854000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Minimum Interest to Pay""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Accrued Interest Reversal on Account Closure"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:42:54.483979000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.defaultValue: ""null"",attributeDetails.attributeDetails.mandatory: ""Optional"",path: [""Int Details"", ""Credit Interest Parameters"", ""Accrued Interest Reversal on Account Closure""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""title\"":\""Accrued Interest Reversal on Account Closure\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/AccruedInterestReversalonAccountClosure.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Accrued Interest Reversal on Account Closure_FC"",validations: ""Optional field, This field will be disabled if ‘Tax on Interest
Accrual’ flag is checked at the Savings Bank Parameter"",id: ""5b9f040b-5047-4c34-8e78-cfc578d3c2aa"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",updatedOn: ""2023-11-09T09:43:08.864947000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Accrued Interest Reversal on Account Closure""})",[]
